Country_Name,Country_Code,Series_Name,Series_Code,[YR2005],[YR2006],[YR2007], [YR2008],[YR2009], [YR2010],[YR2011],[YR2012], [YR2013], [YR2014], [YR2015],[YR2016], [YR2017], [YR2018]
"IDA total, Sub-Saharan Countries only",DSC,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.149122807
"IDA total, Sub-Saharan Countries only",DSC,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.368421053
"IDA total, Sub-Saharan Countries only",DSC,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.328947368
"IDA total, Sub-Saharan Countries only",DSC,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.776315789
"IDA total, Sub-Saharan Countries only",DSC,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.013157895
"IDA total, Sub-Saharan Countries only",DSC,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.184210526
"IDA total, Sub-Saharan Countries only",DSC,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.368421053
"IDA total, Sub-Saharan Countries only",DSC,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.252631579
"IDA total, Sub-Saharan Countries only",DSC,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.210526316
"IDA total, Sub-Saharan Countries only",DSC,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.789473684
"IDA total, Sub-Saharan Countries only",DSC,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95
"IDA total, Sub-Saharan Countries only",DSC,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.026315789
"IDA total, Sub-Saharan Countries only",DSC,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.855263158
"IDA total, Sub-Saharan Countries only",DSC,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.947368421
"IDA total, Sub-Saharan Countries only",DSC,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.162280702
"IDA total, Sub-Saharan Countries only",DSC,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.684210526
"IDA total, Sub-Saharan Countries only",DSC,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.710526316
"IDA total, Sub-Saharan Countries only",DSC,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.128508772
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,2.866666667,2.833333333,2.866666667,2.8,2.8125,2.9375,3.03125,3.088235294,3.117647059,3.205882353,3.205882353,3.205882353,NA,3.382352941
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2.8,2.766666667,2.733333333,2.666666667,2.71875,2.625,2.65625,2.705882353,2.735294118,2.705882353,2.705882353,2.705882353,NA,2.676470588
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2.366666667,2.233333333,2.366666667,2.5,2.53125,2.625,2.65625,2.617647059,2.647058824,2.764705882,2.794117647,2.705882353,NA,2.441176471
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.755555556,2.671111111,2.744444444,2.813333333,2.916666667,2.958333333,3,2.911764706,2.882352941,2.901960392,2.872549216,2.784313725,NA,2.68627451
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.1,3.066666667,3.066666667,3.066666667,3.125,3.09375,3.15625,3.058823529,3,3.058823529,3.088235294,3.088235294,NA,3.058823529
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,2.7,2.7,2.766666667,2.666666667,2.78125,2.9375,3.09375,2.941176471,2.941176471,2.882352941,2.911764706,2.882352941,NA,2.941176471
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.7,2.766666667,2.733333333,2.5,2.53125,2.53125,2.5625,2.588235294,2.588235294,2.588235294,2.558823529,2.470588235,NA,2.470588235
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,2.8,2.733333333,2.766666667,2.833333333,2.9375,2.96875,3.03125,2.911764706,2.882352941,2.794117647,2.764705882,2.705882353,NA,2.735294118
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.966666667,2.933333333,2.966666667,2.966666667,2.90625,2.9375,2.96875,2.911764706,2.941176471,3,2.970588235,2.911764706,NA,2.911764706
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.1,3.033333333,3.1,3.1,3.28125,3.28125,3.3125,3.205882353,3.117647059,3.147058824,3.058823529,2.941176471,NA,2.882352941
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.786666667,2.746666667,2.773333333,2.726666667,2.7375,2.80625,2.90625,2.841176471,2.829411765,2.876470588,2.905882353,2.894117647,NA,2.929411765
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.733333333,2.633333333,2.633333333,2.533333333,2.53125,2.59375,2.8125,2.794117647,2.705882353,2.794117647,2.911764706,2.852941176,NA,2.882352941
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.433333333,2.433333333,2.433333333,2.4,2.4375,2.40625,2.4375,2.294117647,2.352941176,2.352941176,2.352941176,2.352941176,NA,2.382352941
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.62,2.586666667,2.56,2.533333333,2.6,2.60625,2.65,2.547058824,2.552941176,2.611764706,2.6,2.605882353,NA,2.564705882
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2.633333333,2.5,2.5,2.466666667,2.59375,2.65625,2.71875,2.647058824,2.676470588,2.764705882,2.735294118,2.735294118,NA,2.617647059
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.533333333,2.566666667,2.533333333,2.433333333,2.53125,2.5625,2.5625,2.470588235,2.470588235,2.529411765,2.5,2.529411765,NA,2.470588235
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.666666667,2.785714286,2.633333333,2.666666667,2.65625,2.625,2.625,2.470588235,2.441176471,2.5,2.529411765,2.617647059,NA,2.529411765
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,2.911111111,2.944444444,2.933333333,2.84,2.875,2.84375,2.864583333,2.862745098,2.892156863,2.882353333,2.862744902,2.823529412,NA,2.833333333
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.233333333,3.366666667,3.333333333,3.333333333,3.375,3.375,3.375,3.294117647,3.352941176,3.352941176,3.323529412,3.294117647,NA,3.352941176
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.4,2.333333333,2.266666667,2.3,2.3125,2.3125,2.375,2.264705882,2.264705882,2.352941176,2.323529412,2.323529412,NA,2.294117647
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.768333333,2.736111111,2.752777778,2.726666667,2.782291667,2.803645833,2.855208333,2.790686275,2.789215686,2.818138431,2.810294706,2.776960784,2.7,2.753431373
Sub-Saharan Africa (IDA total),DSS,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.208333333,3.236111111,3.277777778,3.277777778,3.297297297,3.337837838,3.445945946,3.473684211,3.5,3.526315789,3.526315789,3.552631579,NA,3.592105263
Sub-Saharan Africa (IDA total),DSS,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.152777778,3.083333333,3.097222222,3.083333333,3.094594595,3.040540541,3.067567568,3.078947368,3.092105263,3.078947368,3.092105263,3.065789474,NA,3.026315789
Sub-Saharan Africa (IDA total),DSS,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3.055555556,3.027777778,3.125,3.180555556,3.162162162,3.202702703,3.256756757,3.263157895,3.289473684,3.342105263,3.289473684,3.210526316,NA,3.065789474
Sub-Saharan Africa (IDA total),DSS,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.305555556,3.312037037,3.365740741,3.375,3.396396396,3.391891892,3.414414414,3.390350877,3.364035088,3.337718947,3.276315702,3.188596491,NA,3.149122807
Sub-Saharan Africa (IDA total),DSS,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.444444444,3.361111111,3.388888889,3.402777778,3.405405405,3.378378378,3.405405405,3.381578947,3.381578947,3.381578947,3.421052632,3.421052632,NA,3.368421053
Sub-Saharan Africa (IDA total),DSS,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.208333333,3.236111111,3.236111111,3.180555556,3.22972973,3.324324324,3.351351351,3.302631579,3.302631579,3.276315789,3.276315789,3.25,NA,3.328947368
Sub-Saharan Africa (IDA total),DSS,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.958333333,3,3.041666667,2.958333333,2.986486486,2.972972973,2.972972973,2.934210526,2.934210526,2.921052632,2.894736842,2.789473684,NA,2.776315789
Sub-Saharan Africa (IDA total),DSS,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.333333333,3.361111111,3.388888889,3.402777778,3.405405405,3.351351351,3.391891892,3.328947368,3.263157895,3.157894737,3.105263158,3.013157895,NA,3.013157895
Sub-Saharan Africa (IDA total),DSS,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.25,3.222222222,3.25,3.236111111,3.202702703,3.243243243,3.22972973,3.197368421,3.210526316,3.236842105,3.210526316,3.171052632,NA,3.184210526
Sub-Saharan Africa (IDA total),DSS,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.527777778,3.541666667,3.583333333,3.555555556,3.621621622,3.621621622,3.594594595,3.578947368,3.539473684,3.513157895,3.434210526,3.342105263,NA,3.368421053
Sub-Saharan Africa (IDA total),DSS,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.147222222,3.127777778,3.147222222,3.127777778,3.127027027,3.175675676,3.22972973,3.205263158,3.202631579,3.223684211,3.234210526,3.223684211,NA,3.252631579
Sub-Saharan Africa (IDA total),DSS,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.069444444,2.986111111,3,2.944444444,2.918918919,2.986486486,3.148648649,3.144736842,3.105263158,3.171052632,3.223684211,3.171052632,NA,3.210526316
Sub-Saharan Africa (IDA total),DSS,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.777777778,2.805555556,2.791666667,2.777777778,2.783783784,2.783783784,2.797297297,2.736842105,2.75,2.736842105,2.763157895,2.789473684,NA,2.789473684
Sub-Saharan Africa (IDA total),DSS,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.997222222,2.986111111,2.986111111,2.963888889,2.978378378,2.981081081,3,2.947368421,2.942105263,2.960526316,2.963157895,2.968421053,NA,2.95
Sub-Saharan Africa (IDA total),DSS,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3.069444444,3.041666667,3.055555556,3.013888889,3.054054054,3.094594595,3.108108108,3.052631579,3.026315789,3.092105263,3.078947368,3.078947368,NA,3.026315789
Sub-Saharan Africa (IDA total),DSS,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.888888889,2.902777778,2.916666667,2.875,2.918918919,2.932432432,2.905405405,2.855263158,2.842105263,2.855263158,2.842105263,2.868421053,NA,2.855263158
Sub-Saharan Africa (IDA total),DSS,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3,3,2.972222222,3,2.986486486,2.986486486,2.972972973,2.907894737,2.894736842,2.907894737,2.934210526,2.973684211,NA,2.947368421
Sub-Saharan Africa (IDA total),DSS,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.236111111,3.246296296,3.259259259,3.225,3.247747748,3.220720721,3.22972973,3.206140351,3.228070175,3.223684561,3.214912544,3.166666667,NA,3.162280702
Sub-Saharan Africa (IDA total),DSS,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.597222222,3.666666667,3.638888889,3.638888889,3.662162162,3.648648649,3.648648649,3.605263158,3.657894737,3.671052632,3.657894737,3.644736842,NA,3.684210526
Sub-Saharan Africa (IDA total),DSS,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.805555556,2.777777778,2.777777778,2.75,2.72972973,2.716216216,2.783783784,2.710526316,2.710526316,2.736842105,2.710526316,2.684210526,NA,2.710526316
Sub-Saharan Africa (IDA total),DSS,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.171527778,3.167361111,3.189583333,3.175,3.187387387,3.192342342,3.218468468,3.187280702,3.184210526,3.186404561,3.172149825,3.136842105,3.1,3.128508772
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.580645161,3.53030303,3.53030303,3.560606061,3.485294118,3.544117647,3.611111111,3.648648649,3.671052632,3.684210526,3.671052632,3.657142857,NA,3.642857143
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.467741935,3.333333333,3.409090909,3.378787879,3.352941176,3.352941176,3.25,3.202702703,3.197368421,3.197368421,3.118421053,3.128571429,NA,3
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3.725806452,3.712121212,3.681818182,3.681818182,3.661764706,3.573529412,3.527777778,3.418918919,3.394736842,3.394736842,3.394736842,3.3,NA,3.285714286
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.677419355,3.645454545,3.611111111,3.587878788,3.583333333,3.573529412,3.50462963,3.423423423,3.381578947,3.372807018,3.355263246,3.309524286,NA,3.295238095
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.35483871,3.378787879,3.393939394,3.409090909,3.5,3.558823529,3.513888889,3.513513514,3.486842105,3.5,3.473684211,3.457142857,NA,3.471428571
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.439393939,3.5,3.5,3.573529412,3.647058824,3.583333333,3.554054054,3.5,3.5,3.447368421,3.371428571,NA,3.357142857
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3.241935484,3.227272727,3.227272727,3.181818182,3.102941176,3.102941176,3.111111111,3.027027027,2.960526316,2.960526316,2.894736842,2.885714286,NA,2.885714286
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.451612903,3.378787879,3.378787879,3.409090909,3.426470588,3.485294118,3.361111111,3.22972973,3.184210526,3.157894737,3.144736842,3.114285714,NA,3.114285714
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.596774194,3.575757576,3.53030303,3.545454545,3.558823529,3.529411765,3.513888889,3.486486486,3.447368421,3.407894737,3.407894737,3.314285714,NA,3.3
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.85483871,3.833333333,3.772727273,3.651515152,3.661764706,3.661764706,3.625,3.621621622,3.565789474,3.565789474,3.526315789,3.514285714,NA,3.485714286
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.4,3.346875,3.365625,3.406060606,3.411764706,3.435294118,3.386111111,3.386486486,3.355263158,3.352631579,3.331578947,3.28,NA,3.271428571
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.161290323,3.121212121,3.166666667,3.227272727,3.25,3.235294118,3.097222222,3.121621622,3.105263158,3.131578947,3.118421053,3.085714286,NA,3.071428571
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.096774194,2.96969697,2.984848485,2.984848485,3,3,3.041666667,3.040540541,2.986842105,2.986842105,3.013157895,3,NA,2.985714286
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.158064516,3.109090909,3.139393939,3.166666667,3.197058824,3.208823529,3.2,3.189189189,3.168421053,3.163157895,3.15,3.122857143,NA,3.108571429
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3.322580645,3.318181818,3.348484848,3.393939394,3.455882353,3.470588235,3.388888889,3.337837838,3.315789474,3.276315789,3.236842105,3.2,NA,3.185714286
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3.048387097,2.96969697,3,3.060606061,3.014705882,3.044117647,3.013888889,2.986486486,2.973684211,3.039473684,2.973684211,2.914285714,NA,2.914285714
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.2,3.125,3.15625,3.196969697,3.191176471,3.220588235,3.125,3.121621622,3.052631579,3.039473684,3.013157895,2.971428571,NA,2.985714286
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.516129032,3.464646465,3.505050505,3.487878788,3.485294118,3.475490196,3.421296296,3.387387387,3.368421053,3.372806667,3.302630877,3.314285143,NA,3.257142857
"IDA total, excluding Sub-Saharan Africa",DXS,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.838709677,3.818181818,3.878787879,3.893939394,4,3.970588235,3.902777778,3.932432432,3.947368421,3.960526316,3.894736842,3.928571429,NA,3.885714286
"IDA total, excluding Sub-Saharan Africa",DXS,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.967741935,2.954545455,2.96969697,2.984848485,3.014705882,2.970588235,3.041666667,3.067567568,3.078947368,3.078947368,3.052631579,3.042857143,NA,2.985714286
"IDA total, excluding Sub-Saharan Africa",DXS,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.440322581,3.393939394,3.408585859,3.415151515,3.419362745,3.423284314,3.378009259,3.346621622,3.318421053,3.315351579,3.28508807,3.256666857,NA,3.233095238
Eritrea,ERI,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3.5
Eritrea,ERI,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2,2,2,2,2,2,2,2,1.5,1.5,1.5,1,1,1
Eritrea,ERI,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1
Eritrea,ERI,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.166666667,2.166666667,2.166666667,2.2,1.833333333,1.833333333,1.833333333,1.5,1.333333333,1.33333,1.33333,1.333333333,1.333333333,1.333333333
Eritrea,ERI,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Eritrea,ERI,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Eritrea,ERI,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2,2,2,1,1,1,1,1,1,1,1,1,1,1
Eritrea,ERI,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Eritrea,ERI,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,2.5,2.5,3
Eritrea,ERI,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Eritrea,ERI,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.2,3,3,3,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.4,2.4,2.6
Eritrea,ERI,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,2,2,2,2,2,2,2,2,2,2,2,2,2
Eritrea,ERI,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Eritrea,ERI,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.6
Eritrea,ERI,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2,2,2,2,2,2
Eritrea,ERI,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
Eritrea,ERI,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3,3,3,3,2.5,2.5,2,2,2,2,2,2,2,2
Eritrea,ERI,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,1.833333333,1.833333333,1.833333333,1.5,1.5,1.5,1.5,1.5,1.333333333,1.33333,1.33333,1.166666667,1.166666667,1.333333333
Eritrea,ERI,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2
Eritrea,ERI,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2,2,2,2,2,2,2,2,2,2,2,2.5
Eritrea,ERI,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.5,2.45,2.425,2.3,2.208333333,2.208333333,2.158333333,2.075,1.991666667,1.99167,1.94167,1.85,1.85,1.966666667
Ethiopia,ETH,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,4,4,4,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Ethiopia,ETH,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
Ethiopia,ETH,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,4,4,4,3.5,3.5
Ethiopia,ETH,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.666666667,3.5,3.5,3.3,3.666666667,3.666666667,3.666666667,3.5,3.5,3.5,3.5,3.666666667,3.5,3.5
Ethiopia,ETH,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,4,4,4,4,3.5,3.5,3.5,4,4,4,4,4,4,3.5
Ethiopia,ETH,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4,4,4,4,4,4
Ethiopia,ETH,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Ethiopia,ETH,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,4,4,4,4,4,4,4,3.5,3.5,3,3,3.5,3.5,3.5
Ethiopia,ETH,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3.5
Ethiopia,ETH,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3,3,2.5,3.5,3.5,3,3,3,3.5,3.5,3.5,3.5,3.5
