Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Chad,TCD,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Chad,TCD,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3
Chad,TCD,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3,3,2.83333333333333,2.8,2.83333333333333,2.5,2.5,2.66666666666667,2.66666666666667,2.66667,2.66667,2.66666666666667,2.66666666666667,2.66666666666667
Chad,TCD,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Chad,TCD,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2,2,2,2,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5
Chad,TCD,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.88333333333333,2.75,2.575,2.5,2.48333333333333,2.375,2.425,2.50833333333333,2.6,2.69167,2.78334,2.74166666666667,2.65833333333333,2.725
Comoros,COM,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3,3,3,2.5,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Comoros,COM,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3
Comoros,COM,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,1.5,1.5,2,2,2,2,2,2.5,2.5,2.5,3,3,3,3
Comoros,COM,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.33333333333333,2,2,2,2.33333333333333,2.33333333333333,2.5,2.83333333333333,2.83333333333333,2.66667,2.83333,2.83333333333333,2.83333333333333,2.83333333333333
Comoros,COM,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Comoros,COM,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Comoros,COM,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,2.5,2.5,2.5,2.5
Comoros,COM,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,2.5,2,1.5,1.5,2,2,2.5,3,3,2.5,2.5,2.5,2.5,2.5
Comoros,COM,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3
Comoros,COM,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3
Comoros,COM,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.7,2.7,2.7,2.5,2.6,2.6,2.7,2.8,2.8,2.8,2.9,2.9,2.8,2.8
Comoros,COM,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2,2,2,2,2,2,2.5,3,3,3,3,3,3,3
Comoros,COM,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3
Comoros,COM,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.3,2.2,2.2,2.2,2.4,2.4,2.4,2.5,2.4,2.4,2.6,2.7,2.6,2.6
Comoros,COM,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2,1.5,1.5,1.5,2,2,2,2.5,2,2,2.5,3,2.5,2.5
Comoros,COM,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2,2,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Comoros,COM,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5,2.5,2.5,2.5,2.5,2.5,3,2.5,2.5,2.5,2.5,2.5,2,2
Comoros,COM,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,2.33333333333333,2.5,2.66666666666667,2.7,2.66666666666667,2.83333333333333,3,3,3,3,3,3,3,3
Comoros,COM,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,2,2.5,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Comoros,COM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Comoros,COM,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.41666666666667,2.35,2.39166666666667,2.3,2.5,2.54166666666667,2.65,2.78333333333333,2.75833333333333,2.71667,2.83333,2.85833333333333,2.80833333333333,2.80833333333333
"Congo, Dem. Rep.",COD,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
"Congo, Dem. Rep.",COD,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3,3,3,2,2,2,2.5,2.5,3,3,3,3,3,3
"Congo, Dem. Rep.",COD,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2.5,2.5,2.5,2.5,2.5,3,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5
"Congo, Dem. Rep.",COD,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.16666666666667,3.16666666666667,3.16666666666667,3.2,3.16666666666667,3.33333333333333,3.16666666666667,3.16666666666667,3.33333333333333,3.5,3.5,3.16666666666667,2.83333333333333,3.16666666666667
"Congo, Dem. Rep.",COD,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3
"Congo, Dem. Rep.",COD,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,3,3,3,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5
"Congo, Dem. Rep.",COD,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2,2,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"Congo, Dem. Rep.",COD,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,2.5,3
"Congo, Dem. Rep.",COD,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3
"Congo, Dem. Rep.",COD,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,2.5,3
"Congo, Dem. Rep.",COD,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.9,3,3,3,3.1
"Congo, Dem. Rep.",COD,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3
"Congo, Dem. Rep.",COD,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Congo, Dem. Rep.",COD,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.4,2.5,2.5,2.5,2.5,2.5
"Congo, Dem. Rep.",COD,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,2.5
"Congo, Dem. Rep.",COD,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5,2.5,2.5,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5,3
"Congo, Dem. Rep.",COD,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"Congo, Dem. Rep.",COD,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3,3,3,2.7,2.5,2.33333333333333,2.5,2.66666666666667,3,3,3,3,3,3
"Congo, Dem. Rep.",COD,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,3.5,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5
"Congo, Dem. Rep.",COD,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Congo, Dem. Rep.",COD,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.84166666666667,2.84166666666667,2.84166666666667,2.7,2.66666666666667,2.66666666666667,2.66666666666667,2.70833333333333,2.88333333333333,2.975,3,2.91666666666667,2.83333333333333,2.94166666666667
"Congo, Rep.",COG,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3
"Congo, Rep.",COG,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2
"Congo, Rep.",COG,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2.5,2.5,2.5,2.5,2.5,3,3.5,3.5,4,4,3.5,3,2,2
"Congo, Rep.",COG,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3,2.83333333333333,2.5,2.8,3,3.16666666666667,3.5,3.5,3.66666666666667,3.66667,3.5,3,2.66666666666667,2.66666666666667
"Congo, Rep.",COG,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Congo, Rep.",COG,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3
"Congo, Rep.",COG,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3
"Congo, Rep.",COG,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3,2.5,2,2.5,3,3,3.5,3.5,3.5,3.5,3.5,3,3,3
"Congo, Rep.",COG,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Congo, Rep.",COG,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
"Congo, Rep.",COG,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.9,2.7,2.7,2.7,2.7,2.8,2.9,3,3,3,3,2.9,2.8,2.8
"Congo, Rep.",COG,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,2.5,2.5,2.5
"Congo, Rep.",COG,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"Congo, Rep.",COG,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"Congo, Rep.",COG,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"Congo, Rep.",COG,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"Congo, Rep.",COG,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"Congo, Rep.",COG,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,2.66666666666667,2.83333333333333,2.83333333333333,2.8,3,3,3,3,3,3,3,3,2.83333333333333,2.83333333333333
"Congo, Rep.",COG,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
"Congo, Rep.",COG,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2,2,2,2,2
"Congo, Rep.",COG,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.79166666666667,2.76666666666667,2.65833333333333,2.7,2.825,2.89166666666667,3,3,3.04166666666667,3.04167,3,2.85,2.7,2.7
Cote d'Ivoire,CIV,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,2,2,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,4,4,4
Cote d'Ivoire,CIV,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3.5
Cote d'Ivoire,CIV,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,1.5,1,1.5,2,2.5,2,2,2.5,3,3.5,3.5,3.5,3.5,3.5
Cote d'Ivoire,CIV,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2,1.83333333333333,2.33333333333333,2.5,2.83333333333333,2.66666666666667,2.83333333333333,3.33333333333333,3.5,3.66667,3.66667,3.66666666666667,3.66666666666667,3.66666666666667
Cote d'Ivoire,CIV,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,4,4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Cote d'Ivoire,CIV,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,1.5,1.5,1.5,1.5,2,2,2.5,2.5,2.5,2.5,3,3,3,3.5
Cote d'Ivoire,CIV,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Cote d'Ivoire,CIV,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,2,2,2.5,2.5,2.5,2.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Cote d'Ivoire,CIV,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,3
Cote d'Ivoire,CIV,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,2.5,2.5,3,3,3.5,3.5,3.5,4,4,4,4,4,4,4
Cote d'Ivoire,CIV,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.3,2.3,2.3,2.3,2.4,2.4,2.6,2.8,2.9,2.9,3,3.2,3.3,3.4
Cote d'Ivoire,CIV,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,3,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3,3.5,3.5
Cote d'Ivoire,CIV,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2,2,2,2,2,2,2,2.5,3,3,3,3,3,3.5
Cote d'Ivoire,CIV,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.5,2.5,2.4,2.5,2.6,2.4,2.7,2.8,3,3.1,3.1,3.2,3.2,3.3
Cote d'Ivoire,CIV,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2.5,2.5,2,2,2.5,2.5,3,3,3,3,3,3.5,3.5,3.5
Cote d'Ivoire,CIV,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2,2,2,2,2,2,2.5,2.5,2.5,3,3,3,3,3
Cote d'Ivoire,CIV,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3
Cote d'Ivoire,CIV,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.16666666666667,3.16666666666667,3.16666666666667,3.3,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333333333333,3.33333,3.33333,3.33333333333333,3.33333333333333,3.5
Cote d'Ivoire,CIV,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5,3.5,3.5,4,4,4,4,4,4,4,4,4,4,4
Cote d'Ivoire,CIV,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2,2,2,2.5,2.5,2,2.5,2.5,3,3,3,3,3,3
Cote d'Ivoire,CIV,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.49166666666667,2.45,2.55,2.7,2.79166666666667,2.7,2.86666666666667,3.06666666666667,3.18333333333333,3.25,3.275,3.35,3.375,3.46666666666667
Djibouti,DJI,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4
Djibouti,DJI,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,3
Djibouti,DJI,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3,2.5,2.5,2.5,2.5,2.5,3,3,3,2.5,2.5,2.5,2.5,2.5
Djibouti,DJI,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.16666666666667,2.83333333333333,2.83333333333333,3,3,3,3.16666666666667,3.16666666666667,3.16666666666667,3,3,3,3,3
Djibouti,DJI,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Djibouti,DJI,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Djibouti,DJI,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3.5,3.5,3.5,3.5,3.5,3,3.5,3,3,3,3,3,3,3
Djibouti,DJI,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3
Djibouti,DJI,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3,3,2.5,2.5,3,3,3,3,3,3,3,3,3,3
Djibouti,DJI,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Djibouti,DJI,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.1,3.1,3,3,3.2,3.3,3.1,3.1,3,3,3,3,3,3.1
Djibouti,DJI,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,3,3,3,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Djibouti,DJI,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3
Djibouti,DJI,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.6,2.7,2.7,2.7,2.7,2.7,3
Djibouti,DJI,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,3,3,3,3,3,3,2,2.5,2.5,2.5,2.5,2.5,3
Djibouti,DJI,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3
Djibouti,DJI,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3,3,3,3,3,3.5,3.5,3.5,3,3,3,3,3,3
Djibouti,DJI,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5,3.5,3.66666666666667,3.7,3.66666666666667,3.5,3.66666666666667,3.5,3.5,3.5,3.16667,3.16667,3.16666666666667,3.33333333333333
Djibouti,DJI,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Djibouti,DJI,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Djibouti,DJI,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.14166666666667,3.05833333333333,3.075,3.1,3.16666666666667,3.15,3.18333333333333,3.09166666666667,3.09166666666667,3.05,2.96667,2.96667,2.96666666666667,3.10833333333333
Dominica,DMA,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,4,4,4,4,4,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Dominica,DMA,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4,4,4,4,3.5,3.5
Dominica,DMA,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3,3,3,3,3,3,3.5,3.5,3.5,3.5,3,3,3,3
Dominica,DMA,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.66666666666667,3.83333333333333,3.83333333333333,3.8,3.83333333333333,3.83333333333333,3.83333333333333,3.83333333333333,3.83333333333333,3.83333,3.66667,3.5,3.5,3.5
Dominica,DMA,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,4,4,4,4,4,4,4,4,4,4,4,4
Dominica,DMA,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3
Dominica,DMA,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Dominica,DMA,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,4,4.5,4.5,4.5,4.5,4.5,4,4,4,4,4,4,4,4
Dominica,DMA,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4.5,4,3.5,3.5,3.5,3,3.5,3,3,3,3,3,3,3
Dominica,DMA,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4,4,4,4,4,4,4,4,4,4,4,3.5,3.5,3.5
Dominica,DMA,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.7,3.7,3.6,3.6,3.6,3.5,3.7,3.6,3.6,3.5,3.4,3.4,3.4,3.4
Dominica,DMA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Dominica,DMA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Dominica,DMA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.6,3.6,3.8,3.8,3.8,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7
Dominica,DMA,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,3,3.5,3.5,3.5,4,3.5,3.5,3.5,3.5,3.5,3,3,3
Dominica,DMA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Dominica,DMA,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3
Dominica,DMA,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,4.16666666666667,4.16666666666667,4.16666666666667,4.2,4,4,3.83333333333333,3.83333333333333,3.83333333333333,3.83333,3.83333,3.83333,3.66666666666667,3.66666666666667
Dominica,DMA,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Dominica,DMA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Dominica,DMA,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.78333333333333,3.825,3.85,3.9,3.80833333333333,3.80833333333333,3.79166666666667,3.76666666666667,3.76666666666667,3.74167,3.675,3.60833,3.56666666666667,3.56666666666667
Eritrea,ERI,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3.5
Eritrea,ERI,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2,2,2,2,2,2,2,2,1.5,1.5,1.5,1,1,1
Eritrea,ERI,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2.5,2.5,2.5,2.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1
Eritrea,ERI,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.16666666666667,2.16666666666667,2.16666666666667,2.2,1.83333333333333,1.83333333333333,1.83333333333333,1.5,1.33333333333333,1.33333,1.33333,1.33333333333333,1.33333333333333,1.33333333333333
